dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,registered,temp_actual,hum_actual,windspeed_actual,registered_daily,time_cluster
2011-02-19,Spring,0,2,16,0,6,0,Clear,0.44,0.16,0.6418,81,18.04,16.0,43.000600000000006,1103,Work Hours
2011-02-19,Spring,0,2,17,0,6,0,Clear,0.42,0.19,0.6119,91,17.22,19.0,40.9973,1103,Evening Rush
2011-02-19,Spring,0,2,18,0,6,0,Clear,0.36,0.25,0.4478,67,14.76,25.0,30.002599999999997,1103,Evening Rush
2011-02-19,Spring,0,2,19,0,6,0,Clear,0.34,0.29,0.3582,54,13.940000000000001,28.999999999999996,23.9994,1103,Evening Rush
2011-02-19,Spring,0,2,20,0,6,0,Clear,0.32,0.28,0.5224,38,13.120000000000001,28.000000000000004,35.0008,1103,Late Night
2011-02-19,Spring,0,2,21,0,6,0,Clear,0.32,0.26,0.5522,29,13.120000000000001,26.0,36.9974,1103,Late Night
2011-02-19,Spring,0,2,22,0,6,0,Clear,0.3,0.28,0.4925,42,12.299999999999999,28.000000000000004,32.9975,1103,Late Night
2011-02-19,Spring,0,2,23,0,6,0,Clear,0.28,0.33,0.4478,25,11.48,33.0,30.002599999999997,1103,Late Night
2011-02-20,Spring,0,2,0,0,0,0,Clear,0.26,0.35,0.4478,14,10.66,35.0,30.002599999999997,1173,
2011-02-20,Spring,0,2,1,0,0,0,Clear,0.24,0.41,0.4627,11,9.84,41.0,31.0009,1173,Night
2011-02-20,Spring,0,2,2,0,0,0,Clear,0.24,0.41,0.5522,17,9.84,41.0,36.9974,1173,Night
2011-02-20,Spring,0,2,3,0,0,0,Clear,0.22,0.44,0.5522,9,9.02,44.0,36.9974,1173,Night
2011-02-20,Spring,0,2,4,0,0,0,Clear,0.22,0.44,0.5522,1,9.02,44.0,36.9974,1173,Night
2011-02-20,Spring,0,2,6,0,0,0,Clear,0.2,0.47,0.2985,1,8.200000000000001,47.0,19.999499999999998,1173,Night
2011-02-20,Spring,0,2,7,0,0,0,Clear,0.18,0.51,0.2537,2,7.38,51.0,16.997899999999998,1173,Morning Rush
2011-02-20,Spring,0,2,8,0,0,0,Clear,0.2,0.51,0.1045,22,8.200000000000001,51.0,7.0015,1173,Morning Rush
2011-02-20,Spring,0,2,9,0,0,0,Clear,0.22,0.47,0.2836,48,9.02,47.0,19.0012,1173,Morning Rush
2011-02-20,Spring,0,2,10,0,0,0,Mist/Cloudy,0.26,0.41,0.194,70,10.66,41.0,12.998000000000001,1173,Work Hours
2011-02-20,Spring,0,2,11,0,0,0,Mist/Cloudy,0.3,0.33,0.1642,89,12.299999999999999,33.0,11.0014,1173,Work Hours
2011-02-20,Spring,0,2,12,0,0,0,Clear,0.3,0.33,0.1045,120,12.299999999999999,33.0,7.0015,1173,Work Hours
2011-02-20,Spring,0,2,13,0,0,0,Clear,0.34,0.29,0.0,122,13.940000000000001,28.999999999999996,0.0,1173,Work Hours
2011-02-20,Spring,0,2,14,0,0,0,Clear,0.36,0.27,0.1642,104,14.76,27.0,11.0014,1173,Work Hours
2011-02-20,Spring,0,2,15,0,0,0,Clear,0.36,0.27,0.0896,102,14.76,27.0,6.0032,1173,Work Hours
2011-02-20,Spring,0,2,16,0,0,0,Clear,0.36,0.29,0.0896,88,14.76,28.999999999999996,6.0032,1173,Work Hours
2011-02-20,Spring,0,2,17,0,0,0,Clear,0.34,0.33,0.1642,86,13.940000000000001,33.0,11.0014,1173,Evening Rush
2011-02-20,Spring,0,2,18,0,0,0,Mist/Cloudy,0.34,0.36,0.1343,71,13.940000000000001,36.0,8.9981,1173,Evening Rush
2011-02-20,Spring,0,2,19,0,0,0,Mist/Cloudy,0.34,0.36,0.1343,39,13.940000000000001,36.0,8.9981,1173,Evening Rush
2011-02-20,Spring,0,2,20,0,0,0,Mist/Cloudy,0.34,0.42,0.0,30,13.940000000000001,42.0,0.0,1173,Late Night
2011-02-20,Spring,0,2,21,0,0,0,Mist/Cloudy,0.32,0.53,0.0,39,13.120000000000001,53.0,0.0,1173,Late Night
2011-02-20,Spring,0,2,22,0,0,0,Mist/Cloudy,0.32,0.57,0.2239,43,13.120000000000001,56.99999999999999,15.001299999999999,1173,Late Night
2011-02-20,Spring,0,2,23,0,0,0,Mist/Cloudy,0.3,0.61,0.1642,45,12.299999999999999,61.0,11.0014,1173,Late Night
2011-02-21,Spring,0,2,0,1,1,0,Mist/Cloudy,0.34,0.42,0.3284,30,13.940000000000001,42.0,22.0028,912,
2011-02-21,Spring,0,2,1,1,1,0,Mist/Cloudy,0.34,0.42,0.3284,11,13.940000000000001,42.0,22.0028,912,Night
2011-02-21,Spring,0,2,2,1,1,0,Mist/Cloudy,0.34,0.42,0.3284,3,13.940000000000001,42.0,22.0028,912,Night
2011-02-21,Spring,0,2,3,1,1,0,Mist/Cloudy,0.34,0.42,0.2985,3,13.940000000000001,42.0,19.999499999999998,912,Night
2011-02-21,Spring,0,2,4,1,1,0,Clear,0.32,0.45,0.1642,0,13.120000000000001,45.0,11.0014,912,Night
2011-02-21,Spring,0,2,5,1,1,0,Mist/Cloudy,0.34,0.36,0.0,2,13.940000000000001,36.0,0.0,912,Night
2011-02-21,Spring,0,2,6,1,1,0,Mist/Cloudy,0.42,0.26,0.2985,6,17.22,26.0,19.999499999999998,912,Night
2011-02-21,Spring,0,2,7,1,1,0,Mist/Cloudy,0.42,0.26,0.2836,16,17.22,26.0,19.0012,912,Morning Rush
2011-02-21,Spring,0,2,8,1,1,0,Mist/Cloudy,0.32,0.57,0.2985,56,13.120000000000001,56.99999999999999,19.999499999999998,912,Morning Rush
2011-02-21,Spring,0,2,9,1,1,0,Mist/Cloudy,0.32,0.57,0.2836,46,13.120000000000001,56.99999999999999,19.0012,912,Morning Rush
2011-02-21,Spring,0,2,10,1,1,0,Mist/Cloudy,0.32,0.57,0.2537,52,13.120000000000001,56.99999999999999,16.997899999999998,912,Work Hours
2011-02-21,Spring,0,2,11,1,1,0,Mist/Cloudy,0.32,0.57,0.1045,70,13.120000000000001,56.99999999999999,7.0015,912,Work Hours
2011-02-21,Spring,0,2,12,1,1,0,Mist/Cloudy,0.32,0.66,0.194,67,13.120000000000001,66.0,12.998000000000001,912,Work Hours
2011-02-21,Spring,0,2,13,1,1,0,Light Rain/Snow,0.3,0.81,0.3284,75,12.299999999999999,81.0,22.0028,912,Work Hours
2011-02-21,Spring,0,2,14,1,1,0,Mist/Cloudy,0.32,0.76,0.2537,101,13.120000000000001,76.0,16.997899999999998,912,Work Hours
2011-02-21,Spring,0,2,15,1,1,0,Mist/Cloudy,0.3,0.7,0.4478,76,12.299999999999999,70.0,30.002599999999997,912,Work Hours
2011-02-21,Spring,0,2,16,1,1,0,Light Rain/Snow,0.28,0.75,0.4179,48,11.48,75.0,27.999299999999998,912,Work Hours
2011-02-21,Spring,0,2,17,1,1,0,Mist/Cloudy,0.28,0.75,0.3881,62,11.48,75.0,26.0027,912,Evening Rush
2011-02-21,Spring,0,2,18,1,1,0,Mist/Cloudy,0.24,0.87,0.3582,64,9.84,87.0,23.9994,912,Evening Rush
2011-02-21,Spring,0,2,19,1,1,0,Mist/Cloudy,0.24,0.87,0.3582,49,9.84,87.0,23.9994,912,Evening Rush
2011-02-21,Spring,0,2,20,1,1,0,Light Rain/Snow,0.24,0.81,0.3881,29,9.84,81.0,26.0027,912,Late Night
2011-02-21,Spring,0,2,21,1,1,0,Light Rain/Snow,0.22,0.75,0.4478,33,9.02,75.0,30.002599999999997,912,Late Night
2011-02-21,Spring,0,2,22,1,1,0,Light Rain/Snow,0.2,0.75,0.4179,11,8.200000000000001,75.0,27.999299999999998,912,Late Night
2011-02-21,Spring,0,2,23,1,1,0,Light Rain/Snow,0.2,0.75,0.4179,2,8.200000000000001,75.0,27.999299999999998,912,Late Night
2011-02-22,Spring,0,2,6,0,2,1,Mist/Cloudy,0.12,0.8,0.2836,7,4.92,80.0,19.0012,1376,Night
2011-02-22,Spring,0,2,7,0,2,1,Mist/Cloudy,0.12,0.8,0.2836,40,4.92,80.0,19.0012,1376,Morning Rush
2011-02-22,Spring,0,2,8,0,2,1,Mist/Cloudy,0.12,0.8,0.2537,107,4.92,80.0,16.997899999999998,1376,Morning Rush
2011-02-22,Spring,0,2,9,0,2,1,Mist/Cloudy,0.14,0.74,0.2537,101,5.74,74.0,16.997899999999998,1376,Morning Rush
2011-02-22,Spring,0,2,10,0,2,1,Clear,0.16,0.69,0.0,44,6.5600000000000005,69.0,0.0,1376,Work Hours
2011-02-22,Spring,0,2,11,0,2,1,Clear,0.16,0.64,0.0,43,6.5600000000000005,64.0,0.0,1376,Work Hours
2011-02-22,Spring,0,2,12,0,2,1,Clear,0.2,0.59,0.1045,48,8.200000000000001,59.0,7.0015,1376,Work Hours
2011-02-22,Spring,0,2,13,0,2,1,Clear,0.22,0.55,0.1642,52,9.02,55.00000000000001,11.0014,1376,Work Hours
2011-02-22,Spring,0,2,14,0,2,1,Clear,0.22,0.55,0.194,49,9.02,55.00000000000001,12.998000000000001,1376,Work Hours
2011-02-22,Spring,0,2,15,0,2,1,Clear,0.24,0.48,0.194,67,9.84,48.0,12.998000000000001,1376,Work Hours
2011-02-22,Spring,0,2,16,0,2,1,Clear,0.22,0.51,0.1642,79,9.02,51.0,11.0014,1376,Work Hours
2011-02-22,Spring,0,2,17,0,2,1,Clear,0.22,0.51,0.2239,188,9.02,51.0,15.001299999999999,1376,Evening Rush
2011-02-22,Spring,0,2,18,0,2,1,Clear,0.22,0.47,0.1343,161,9.02,47.0,8.9981,1376,Evening Rush
2011-02-22,Spring,0,2,19,0,2,1,Clear,0.2,0.47,0.2836,114,8.200000000000001,47.0,19.0012,1376,Evening Rush
2011-02-22,Spring,0,2,20,0,2,1,Clear,0.2,0.47,0.2239,102,8.200000000000001,47.0,15.001299999999999,1376,Late Night
2011-02-22,Spring,0,2,21,0,2,1,Clear,0.2,0.47,0.2537,80,8.200000000000001,47.0,16.997899999999998,1376,Late Night
2011-02-22,Spring,0,2,22,0,2,1,Clear,0.16,0.43,0.2537,76,6.5600000000000005,43.0,16.997899999999998,1376,Late Night
2011-02-22,Spring,0,2,23,0,2,1,Clear,0.16,0.43,0.2537,18,6.5600000000000005,43.0,16.997899999999998,1376,Late Night
2011-02-23,Spring,0,2,0,0,3,1,Clear,0.14,0.5,0.194,6,5.74,50.0,12.998000000000001,1778,
2011-02-23,Spring,0,2,1,0,3,1,Clear,0.14,0.46,0.1642,4,5.74,46.0,11.0014,1778,Night
2011-02-23,Spring,0,2,2,0,3,1,Clear,0.12,0.5,0.1343,1,4.92,50.0,8.9981,1778,Night
2011-02-23,Spring,0,2,3,0,3,1,Clear,0.12,0.5,0.1642,2,4.92,50.0,11.0014,1778,Night
2011-02-23,Spring,0,2,5,0,3,1,Clear,0.12,0.5,0.1045,8,4.92,50.0,7.0015,1778,Night
2011-02-23,Spring,0,2,6,0,3,1,Clear,0.12,0.5,0.1045,36,4.92,50.0,7.0015,1778,Night
2011-02-23,Spring,0,2,7,0,3,1,Clear,0.12,0.54,0.1343,94,4.92,54.0,8.9981,1778,Morning Rush
2011-02-23,Spring,0,2,8,0,3,1,Clear,0.14,0.54,0.1642,227,5.74,54.0,11.0014,1778,Morning Rush
2011-02-23,Spring,0,2,9,0,3,1,Clear,0.18,0.51,0.0896,130,7.38,51.0,6.0032,1778,Morning Rush
2011-02-23,Spring,0,2,10,0,3,1,Clear,0.2,0.4,0.0,47,8.200000000000001,40.0,0.0,1778,Work Hours
2011-02-23,Spring,0,2,11,0,3,1,Clear,0.24,0.41,0.1045,53,9.84,41.0,7.0015,1778,Work Hours
2011-02-23,Spring,0,2,12,0,3,1,Clear,0.26,0.35,0.0896,56,10.66,35.0,6.0032,1778,Work Hours
2011-02-23,Spring,0,2,13,0,3,1,Clear,0.3,0.28,0.0896,78,12.299999999999999,28.000000000000004,6.0032,1778,Work Hours
2011-02-23,Spring,0,2,14,0,3,1,Clear,0.32,0.29,0.1045,61,13.120000000000001,28.999999999999996,7.0015,1778,Work Hours
2011-02-23,Spring,0,2,15,0,3,1,Clear,0.34,0.25,0.0896,54,13.940000000000001,25.0,6.0032,1778,Work Hours
2011-02-23,Spring,0,2,16,0,3,1,Clear,0.34,0.25,0.0,79,13.940000000000001,25.0,0.0,1778,Work Hours
2011-02-23,Spring,0,2,17,0,3,1,Clear,0.34,0.25,0.0896,207,13.940000000000001,25.0,6.0032,1778,Evening Rush
2011-02-23,Spring,0,2,18,0,3,1,Clear,0.32,0.26,0.0896,206,13.120000000000001,26.0,6.0032,1778,Evening Rush
2011-02-23,Spring,0,2,19,0,3,1,Clear,0.3,0.33,0.0,135,12.299999999999999,33.0,0.0,1778,Evening Rush
2011-02-23,Spring,0,2,20,0,3,1,Clear,0.24,0.6,0.1642,107,9.84,60.0,11.0014,1778,Late Night
2011-02-23,Spring,0,2,21,0,3,1,Clear,0.24,0.48,0.0,89,9.84,48.0,0.0,1778,Late Night
2011-02-23,Spring,0,2,22,0,3,1,Clear,0.24,0.48,0.0,60,9.84,48.0,0.0,1778,Late Night
2011-02-23,Spring,0,2,23,0,3,1,Clear,0.22,0.55,0.0896,38,9.02,55.00000000000001,6.0032,1778,Late Night
2011-02-24,Spring,0,2,0,0,4,1,Clear,0.22,0.55,0.0896,11,9.02,55.00000000000001,6.0032,1707,
2011-02-24,Spring,0,2,1,0,4,1,Clear,0.22,0.6,0.0896,7,9.02,60.0,6.0032,1707,Night
2011-02-24,Spring,0,2,2,0,4,1,Clear,0.2,0.64,0.0896,4,8.200000000000001,64.0,6.0032,1707,Night
2011-02-24,Spring,0,2,3,0,4,1,Clear,0.2,0.64,0.1343,2,8.200000000000001,64.0,8.9981,1707,Night
2011-02-24,Spring,0,2,5,0,4,1,Clear,0.2,0.69,0.1343,3,8.200000000000001,69.0,8.9981,1707,Night
2011-02-24,Spring,0,2,6,0,4,1,Clear,0.2,0.69,0.194,58,8.200000000000001,69.0,12.998000000000001,1707,Night
2011-02-24,Spring,0,2,7,0,4,1,Clear,0.2,0.72,0.194,104,8.200000000000001,72.0,12.998000000000001,1707,Morning Rush
2011-02-24,Spring,0,2,8,0,4,1,Clear,0.24,0.7,0.2239,244,9.84,70.0,15.001299999999999,1707,Morning Rush
2011-02-24,Spring,0,2,9,0,4,1,Mist/Cloudy,0.24,0.75,0.2985,133,9.84,75.0,19.999499999999998,1707,Morning Rush
2011-02-24,Spring,0,2,10,0,4,1,Mist/Cloudy,0.26,0.7,0.2836,49,10.66,70.0,19.0012,1707,Work Hours
2011-02-24,Spring,0,2,11,0,4,1,Mist/Cloudy,0.32,0.57,0.3881,71,13.120000000000001,56.99999999999999,26.0027,1707,Work Hours
2011-02-24,Spring,0,2,12,0,4,1,Mist/Cloudy,0.36,0.53,0.3582,85,14.76,53.0,23.9994,1707,Work Hours
2011-02-24,Spring,0,2,13,0,4,1,Mist/Cloudy,0.38,0.54,0.2985,72,15.58,54.0,19.999499999999998,1707,Work Hours
2011-02-24,Spring,0,2,14,0,4,1,Mist/Cloudy,0.4,0.5,0.2985,67,16.400000000000002,50.0,19.999499999999998,1707,Work Hours
2011-02-24,Spring,0,2,15,0,4,1,Light Rain/Snow,0.4,0.54,0.3881,58,16.400000000000002,54.0,26.0027,1707,Work Hours
2011-02-24,Spring,0,2,16,0,4,1,Light Rain/Snow,0.38,0.62,0.2836,67,15.58,62.0,19.0012,1707,Work Hours
2011-02-24,Spring,0,2,17,0,4,1,Light Rain/Snow,0.36,0.66,0.194,168,14.76,66.0,12.998000000000001,1707,Evening Rush
2011-02-24,Spring,0,2,18,0,4,1,Mist/Cloudy,0.34,0.87,0.3284,132,13.940000000000001,87.0,22.0028,1707,Evening Rush
2011-02-24,Spring,0,2,19,0,4,1,Light Rain/Snow,0.34,0.93,0.2985,112,13.940000000000001,93.0,19.999499999999998,1707,Evening Rush
2011-02-24,Spring,0,2,20,0,4,1,Mist/Cloudy,0.34,0.93,0.3582,87,13.940000000000001,93.0,23.9994,1707,Late Night
2011-02-24,Spring,0,2,21,0,4,1,Mist/Cloudy,0.34,0.87,0.3284,76,13.940000000000001,87.0,22.0028,1707,Late Night
2011-02-24,Spring,0,2,22,0,4,1,Light Rain/Snow,0.34,0.87,0.2836,50,13.940000000000001,87.0,19.0012,1707,Late Night
2011-02-24,Spring,0,2,23,0,4,1,Mist/Cloudy,0.32,0.93,0.2239,47,13.120000000000001,93.0,15.001299999999999,1707,Late Night
2011-02-25,Spring,0,2,0,0,5,1,Light Rain/Snow,0.32,0.93,0.0,8,13.120000000000001,93.0,0.0,1341,
2011-02-25,Spring,0,2,1,0,5,1,Mist/Cloudy,0.32,1.0,0.0,9,13.120000000000001,100.0,0.0,1341,Night
2011-02-25,Spring,0,2,2,0,5,1,Mist/Cloudy,0.32,1.0,0.0,3,13.120000000000001,100.0,0.0,1341,Night
2011-02-25,Spring,0,2,3,0,5,1,Mist/Cloudy,0.32,0.93,0.1045,1,13.120000000000001,93.0,7.0015,1341,Night
2011-02-25,Spring,0,2,5,0,5,1,Mist/Cloudy,0.32,0.93,0.1045,5,13.120000000000001,93.0,7.0015,1341,Night
2011-02-25,Spring,0,2,6,0,5,1,Light Rain/Snow,0.34,0.93,0.0896,11,13.940000000000001,93.0,6.0032,1341,Night
2011-02-25,Spring,0,2,7,0,5,1,Light Rain/Snow,0.34,1.0,0.1343,34,13.940000000000001,100.0,8.9981,1341,Morning Rush
2011-02-25,Spring,0,2,8,0,5,1,Light Rain/Snow,0.36,0.93,0.1343,70,14.76,93.0,8.9981,1341,Morning Rush
2011-02-25,Spring,0,2,9,0,5,1,Light Rain/Snow,0.34,0.93,0.3582,111,13.940000000000001,93.0,23.9994,1341,Morning Rush
2011-02-25,Spring,0,2,10,0,5,1,Light Rain/Snow,0.42,0.94,0.3284,42,17.22,94.0,22.0028,1341,Work Hours
2011-02-25,Spring,0,2,11,0,5,1,Clear,0.52,0.77,0.4478,50,21.32,77.0,30.002599999999997,1341,Work Hours
2011-02-25,Spring,0,2,12,0,5,1,Light Rain/Snow,0.54,0.6,0.4627,95,22.14,60.0,31.0009,1341,Work Hours
2011-02-25,Spring,0,2,13,0,5,1,Light Rain/Snow,0.54,0.6,0.4627,77,22.14,60.0,31.0009,1341,Work Hours
2011-02-25,Spring,0,2,14,0,5,1,Light Rain/Snow,0.56,0.56,0.6119,71,22.96,56.00000000000001,40.9973,1341,Work Hours
2011-02-25,Spring,0,2,15,0,5,1,Clear,0.46,0.41,0.806,50,18.86,41.0,54.002,1341,Work Hours
2011-02-25,Spring,0,2,16,0,5,1,Clear,0.32,0.49,0.4627,91,13.120000000000001,49.0,31.0009,1341,Work Hours
2011-02-25,Spring,0,2,17,0,5,1,Clear,0.32,0.49,0.7463,181,13.120000000000001,49.0,50.0021,1341,Evening Rush
2011-02-25,Spring,0,2,18,0,5,1,Clear,0.32,0.49,0.4925,150,13.120000000000001,49.0,32.9975,1341,Evening Rush
2011-02-25,Spring,0,2,19,0,5,1,Clear,0.3,0.52,0.4478,86,12.299999999999999,52.0,30.002599999999997,1341,Evening Rush
2011-02-25,Spring,0,2,20,0,5,1,Clear,0.3,0.49,0.6119,60,12.299999999999999,49.0,40.9973,1341,Late Night
2011-02-25,Spring,0,2,21,0,5,1,Clear,0.28,0.48,0.3881,56,11.48,48.0,26.0027,1341,Late Night
2011-02-25,Spring,0,2,22,0,5,1,Clear,0.26,0.48,0.4478,43,10.66,48.0,30.002599999999997,1341,Late Night
2011-02-25,Spring,0,2,23,0,5,1,Clear,0.26,0.48,0.3284,37,10.66,48.0,22.0028,1341,Late Night
2011-02-26,Spring,0,2,0,0,6,0,Clear,0.24,0.52,0.194,25,9.84,52.0,12.998000000000001,1545,
2011-02-26,Spring,0,2,1,0,6,0,Clear,0.24,0.52,0.2985,25,9.84,52.0,19.999499999999998,1545,Night
2011-02-26,Spring,0,2,2,0,6,0,Clear,0.22,0.6,0.3582,9,9.02,60.0,23.9994,1545,Night
2011-02-26,Spring,0,2,3,0,6,0,Clear,0.22,0.55,0.1343,7,9.02,55.00000000000001,8.9981,1545,Night
2011-02-26,Spring,0,2,4,0,6,0,Mist/Cloudy,0.22,0.6,0.0896,1,9.02,60.0,6.0032,1545,Night
2011-02-26,Spring,0,2,5,0,6,0,Mist/Cloudy,0.22,0.64,0.1045,9,9.02,64.0,7.0015,1545,Night
2011-02-26,Spring,0,2,6,0,6,0,Clear,0.22,0.6,0.0,6,9.02,60.0,0.0,1545,Night
2011-02-26,Spring,0,2,7,0,6,0,Clear,0.22,0.6,0.0896,21,9.02,60.0,6.0032,1545,Morning Rush
2011-02-26,Spring,0,2,8,0,6,0,Mist/Cloudy,0.24,0.6,0.0,55,9.84,60.0,0.0,1545,Morning Rush
2011-02-26,Spring,0,2,9,0,6,0,Mist/Cloudy,0.26,0.56,0.1642,65,10.66,56.00000000000001,11.0014,1545,Morning Rush
2011-02-26,Spring,0,2,10,0,6,0,Mist/Cloudy,0.3,0.49,0.1343,71,12.299999999999999,49.0,8.9981,1545,Work Hours
2011-02-26,Spring,0,2,11,0,6,0,Clear,0.3,0.45,0.0,100,12.299999999999999,45.0,0.0,1545,Work Hours
2011-02-26,Spring,0,2,12,0,6,0,Mist/Cloudy,0.32,0.45,0.1642,115,13.120000000000001,45.0,11.0014,1545,Work Hours
2011-02-26,Spring,0,2,13,0,6,0,Mist/Cloudy,0.34,0.42,0.2537,136,13.940000000000001,42.0,16.997899999999998,1545,Work Hours
2011-02-26,Spring,0,2,14,0,6,0,Mist/Cloudy,0.34,0.36,0.3284,154,13.940000000000001,36.0,22.0028,1545,Work Hours
2011-02-26,Spring,0,2,15,0,6,0,Mist/Cloudy,0.36,0.4,0.2836,125,14.76,40.0,19.0012,1545,Work Hours
2011-02-26,Spring,0,2,16,0,6,0,Clear,0.36,0.46,0.2836,130,14.76,46.0,19.0012,1545,Work Hours
2011-02-26,Spring,0,2,17,0,6,0,Clear,0.36,0.43,0.2239,130,14.76,43.0,15.001299999999999,1545,Evening Rush
2011-02-26,Spring,0,2,18,0,6,0,Clear,0.34,0.46,0.194,111,13.940000000000001,46.0,12.998000000000001,1545,Evening Rush
2011-02-26,Spring,0,2,19,0,6,0,Clear,0.32,0.49,0.2537,64,13.120000000000001,49.0,16.997899999999998,1545,Evening Rush
2011-02-26,Spring,0,2,20,0,6,0,Clear,0.3,0.56,0.1642,60,12.299999999999999,56.00000000000001,11.0014,1545,Late Night
2011-02-26,Spring,0,2,21,0,6,0,Clear,0.28,0.65,0.2537,59,11.48,65.0,16.997899999999998,1545,Late Night
2011-02-26,Spring,0,2,22,0,6,0,Clear,0.28,0.75,0.2239,38,11.48,75.0,15.001299999999999,1545,Late Night
2011-02-26,Spring,0,2,23,0,6,0,Clear,0.28,0.75,0.2836,29,11.48,75.0,19.0012,1545,Late Night
2011-02-27,Spring,0,2,0,0,0,0,Clear,0.26,0.87,0.2836,26,10.66,87.0,19.0012,1708,
2011-02-27,Spring,0,2,1,0,0,0,Clear,0.26,0.87,0.194,30,10.66,87.0,12.998000000000001,1708,Night
2011-02-27,Spring,0,2,2,0,0,0,Clear,0.26,0.87,0.1343,20,10.66,87.0,8.9981,1708,Night
2011-02-27,Spring,0,2,3,0,0,0,Clear,0.26,0.87,0.0896,8,10.66,87.0,6.0032,1708,Night
2011-02-27,Spring,0,2,4,0,0,0,Clear,0.24,0.87,0.1343,2,9.84,87.0,8.9981,1708,Night
2011-02-27,Spring,0,2,6,0,0,0,Clear,0.24,0.87,0.0,1,9.84,87.0,0.0,1708,Night
2011-02-27,Spring,0,2,7,0,0,0,Clear,0.24,0.87,0.1343,8,9.84,87.0,8.9981,1708,Morning Rush
2011-02-27,Spring,0,2,8,0,0,0,Clear,0.26,0.87,0.0,26,10.66,87.0,0.0,1708,Morning Rush
2011-02-27,Spring,0,2,9,0,0,0,Clear,0.28,0.87,0.0896,42,11.48,87.0,6.0032,1708,Morning Rush
2011-02-27,Spring,0,2,10,0,0,0,Clear,0.3,0.81,0.1642,79,12.299999999999999,81.0,11.0014,1708,Work Hours
2011-02-27,Spring,0,2,11,0,0,0,Clear,0.36,0.62,0.1343,92,14.76,62.0,8.9981,1708,Work Hours
2011-02-27,Spring,0,2,12,0,0,0,Clear,0.4,0.54,0.0896,132,16.400000000000002,54.0,6.0032,1708,Work Hours
2011-02-27,Spring,0,2,13,0,0,0,Clear,0.42,0.47,0.0,169,17.22,47.0,0.0,1708,Work Hours
2011-02-27,Spring,0,2,14,0,0,0,Clear,0.44,0.47,0.0896,177,18.04,47.0,6.0032,1708,Work Hours
2011-02-27,Spring,0,2,15,0,0,0,Clear,0.46,0.44,0.1343,163,18.86,44.0,8.9981,1708,Work Hours
2011-02-27,Spring,0,2,16,0,0,0,Clear,0.48,0.44,0.1642,170,19.68,44.0,11.0014,1708,Work Hours
2011-02-27,Spring,0,2,17,0,0,0,Clear,0.42,0.54,0.194,121,17.22,54.0,12.998000000000001,1708,Evening Rush
2011-02-27,Spring,0,2,18,0,0,0,Clear,0.4,0.54,0.194,103,16.400000000000002,54.0,12.998000000000001,1708,Evening Rush
2011-02-27,Spring,0,2,19,0,0,0,Clear,0.4,0.54,0.1343,86,16.400000000000002,54.0,8.9981,1708,Evening Rush
2011-02-27,Spring,0,2,20,0,0,0,Clear,0.4,0.54,0.0896,72,16.400000000000002,54.0,6.0032,1708,Late Night
2011-02-27,Spring,0,2,21,0,0,0,Clear,0.38,0.62,0.1642,61,15.58,62.0,11.0014,1708,Late Night
2011-02-27,Spring,0,2,22,0,0,0,Mist/Cloudy,0.38,0.62,0.1045,67,15.58,62.0,7.0015,1708,Late Night
2011-02-27,Spring,0,2,23,0,0,0,Mist/Cloudy,0.36,0.62,0.1642,53,14.76,62.0,11.0014,1708,Late Night
2011-02-28,Spring,0,2,0,0,1,1,Mist/Cloudy,0.36,0.66,0.1045,25,14.76,66.0,7.0015,1365,
2011-02-28,Spring,0,2,1,0,1,1,Light Rain/Snow,0.34,0.87,0.3582,7,13.940000000000001,87.0,23.9994,1365,Night
2011-02-28,Spring,0,2,3,0,1,1,Light Rain/Snow,0.32,0.93,0.1642,1,13.120000000000001,93.0,11.0014,1365,Night
2011-02-28,Spring,0,2,5,0,1,1,Mist/Cloudy,0.34,0.93,0.0,4,13.940000000000001,93.0,0.0,1365,Night
2011-02-28,Spring,0,2,6,0,1,1,Mist/Cloudy,0.34,0.96,0.1045,27,13.940000000000001,96.0,7.0015,1365,Night
2011-02-28,Spring,0,2,7,0,1,1,Mist/Cloudy,0.36,0.93,0.1045,90,14.76,93.0,7.0015,1365,Morning Rush
2011-02-28,Spring,0,2,8,0,1,1,Mist/Cloudy,0.34,0.93,0.2985,242,13.940000000000001,93.0,19.999499999999998,1365,Morning Rush
2011-02-28,Spring,0,2,9,0,1,1,Clear,0.42,0.82,0.2836,127,17.22,82.0,19.0012,1365,Morning Rush
2011-02-28,Spring,0,2,10,0,1,1,Mist/Cloudy,0.52,0.72,0.4925,79,21.32,72.0,32.9975,1365,Work Hours
2011-02-28,Spring,0,2,11,0,1,1,Mist/Cloudy,0.56,0.64,0.2985,74,22.96,64.0,19.999499999999998,1365,Work Hours
2011-02-28,Spring,0,2,12,0,1,1,Mist/Cloudy,0.56,0.64,0.2985,36,22.96,64.0,19.999499999999998,1365,Work Hours
2011-02-28,Spring,0,2,13,0,1,1,Light Rain/Snow,0.46,0.94,0.2239,31,18.86,94.0,15.001299999999999,1365,Work Hours
2011-02-28,Spring,0,2,14,0,1,1,Light Rain/Snow,0.42,1.0,0.2985,24,17.22,100.0,19.999499999999998,1365,Work Hours
2011-02-28,Spring,0,2,15,0,1,1,Light Rain/Snow,0.42,1.0,0.2985,35,17.22,100.0,19.999499999999998,1365,Work Hours
